QCod,QKateg,QPag,QLang,QLect,QPhoto,QSound,QBook
22183,3,10,3,"Что Вы должны делать, если дизель выпускает чрезмерное количество сажи?","0","0","ΣΥΝΤΗΡΗΣΗ 11"
22184,3,10,3,"Какова наиболее вероятная причина, если разъединение трудное?","0","0","ΣΥΝΤΗΡΗΣΗ 15"
22185,3,10,3,"Что вызывает перегрев двигателя ?","0","0","ΣΥΝΤΗΡΗΣΗ 18"
20593,1,23,3,"На какие участки дороги не разрешается заезжать, если, из-за повышенного движения вы должны были бы переждать:","0","0","ΔΙΑΔΡΟΜΗ 46"
20594,1,27,3,"В каких случаях механическое транспортное средство на сухой и прямой дороге может сбиться на бок?","0","0","ΔΙΑΔΡΟΜΗ 47"
20595,1,200,3,"Если впервые вы совершили правонарушение и содержимость алкоголя в крови составляет от 0,5 гр/л крови до 0,8 гр/л крови, вам грозит:","Ic05","0","ΑΛΚΟΟΛ 05"
20596,1,201,3,"Разрешаемое количество алкоголя в крови:","Ic06","0","ΑΛΚΟΟΛ 06"
20597,1,200,3,"Если во время проверки Госавтоинспекцией будет установлено, что вы управляли автомобилем под воздействием алкоголя, содержимость которого в крови составляет с 0,8 гр\л до 1,10 гр\л, это влечет за собой следующее наказание:","Ic08","0","ΑΛΚΟΟΛ 08"
20598,1,200,3,"Если будет установлено, что вы, второй раз за последние 2 года (рецидив), управляете автомобилем под воздействием алкоголя, содержимость которого в крови – свыше 1,10 гр/л, какая мера наказания применяется в отношении вас?","Ic09","0","ΑΛΚΟΟΛ 09"
20599,1,25,3,"Употребление алкоголя:","0","0","ΑΛΚΟΟΛ 10"
20600,1,25,3,"Курение сигареты в автомобиле влияет на нормальное состояние водителя:","0","0","ΑΛΚΟΟΛ 12"
20601,1,25,3,"При состоянии явного алкогольного опьянения (т.е свыше 1,10 гр/л крови) Полиция имеет право:","0","0","ΑΛΚΟΟΛ 13"
20602,1,201,3,"В случае если содержимость алкоголя в крови превышает разрешаемый уровень:","0","0","ΑΛΚΟΟΛ 14"
20603,1,25,3,"Каково наименьшее содержание алкоголя в крови для того, чтобы водитель находился под его влиянием?","0","0","ΑΛΚΟΟΛ 16"
20604,1,25,3,"Если вы выехали с компанией на развлечение, что вы должны сделать для того, чтобы вернуться обратно с безопасностью?","0","0","ΑΛΚΟΟΛ 17"
20605,1,200,3,"Должны ли вы иметь постоянно в автомобиле аптечку с необходимыми лекарственными препаратами и почему?","0","0","ΑΛΚΟΟΛ 18"
20606,1,25,3,"Какие самые необходимые фармацевтические средства должны иметься в аптечке вашего транспортного средства?","0","0","ΑΛΚΟΟΛ 19"
20607,1,25,3,"Отрицательное воздействие транквилизаторов и болеутоляющих лекарственных препаратов увеличивается с употреблением алкоголя.","0","0","ΑΛΚΟΟΛ 20"
20608,1,25,3,"Что вызывает вождение любого транспортного средства, когда водитель его находится под влиянием алкогольного опьянения?","0","0","ΑΛΚΟΟΛ 21"
20609,1,25,3,"Седативные и успокаивающие средства оказывают отрицательное влияние на способности водителя:","0","0","ΑΛΚΟΟΛ 22"
20610,1,25,3,"Потребление алкоголя во время управления транспортным средством может вызвать:","0","0","ΑΛΚΟΟΛ 24"
