AQCod,AAA,ALect,ACorr,ASound
13152,1,"The increased number of engine revolutions.",0,"0"
13152,2,"External temperature.",0,"0"
13152,3,"Tyre quality and pressure.",1,"0"
13153,3,"You will not be able to turn the vehicle easily.",0,"0"
13153,1,"The return of the steering-wheel will not be regular and the steering will not be stable.",1,"0"
13153,2,"There will be an early wear of the steering system.",0,"0"
13154,3,"Repair the apparatus, when possible.",0,"0"
13154,2,"Ensure its quick repair, reporting the fact to the closest police authority.",1,"0"
13154,1,"Inform the vehicle’s owner.",0,"0"
13155,3,"24 months.",0,"0"
13155,2,"12 months.",1,"0"
13155,1,"6 months.",0,"0"
13156,3,"“It has a speed limiter device. Maximum speed: 100 km/h”.",1,"0"
13156,2,"“It has a speed limiter device. Speed higher than 100 km/h is permitted”.",0,"0"
13156,1,"“It has a speed limiter device”.",0,"0"
13157,2,"The fuel feeding system.",1,"0"
13157,1,"The braking system.",0,"0"
13157,3,"The fuel exhaust system.",0,"0"
13158,2,"Is permitted to increase temporarily the limiter’s speed limit.",0,"0"
13158,1,"Is not permitted to increase temporarily or permanently the limiter’s speed limit.",1,"0"
13158,3,"Is permitted to increase permanently the limiter’s speed limit.",0,"0"
13159,3,"System’s guarantee.",0,"0"
13159,1,"Certification of the agent or certification of the authorised workshop that installed the system.",1,"0"
13159,2,"Manual of the system.",0,"0"
13160,1,"No.",0,"0"
13160,2,"They may have optionally.",0,"0"
13160,3,"Yes.",1,"0"
13161,1,"No.",1,"0"
13161,2,"Yes.",0,"0"
13162,3,"1 January 1988.",1,"0"
13162,2,"1 January 1985.",0,"0"
13162,1,"1 January 1984.",0,"0"
13163,2,"No.",1,"0"
13163,1,"Yes.",0,"0"
13164,2,"For the convenience of the passengers.",0,"0"
13164,3,"For environmental reasons and traffic safety reasons.",1,"0"
13164,1,"For the improvement of the road behaviour of the bus.",0,"0"
13165,1,"90 km/h.",0,"0"
13165,3,"110 km/h.",0,"0"
13165,2,"100 km/h.",1,"0"
13166,3,"Write only their full name in it.",0,"0"
13166,2,"Put it in the device without completing any details.",0,"0"
13166,1,"Complete the particulars in it, which are prescribed by the provisions on tachographs.",1,"0"
13167,2,"For 10 hours.",0,"0"
13167,1,"The entire twenty-four hours without interruption.",1,"0"
13167,3,"For 15 hours.",0,"0"
13168,2,"The competent police authority.",0,"0"
13168,3,"The driver of the vehicle.",0,"0"
13168,1,"The owner of the vehicle.",1,"0"
13169,3,"The fifteen (15) previous days.",1,"0"
13169,2,"The five (5) previous days.",0,"0"
13169,1,"The previous day.",0,"0"
13170,1,"Up to twelve (12) hours.",0,"0"
13170,2,"Up to twenty-four (24) hours.",1,"0"
13170,3,"For as many hours as its owner or driver wishes.",0,"0"
13171,2,"No.",0,"0"
13171,1,"Yes.",1,"0"
13172,3,"At a distance of at least 100 m.",0,"0"
13172,2,"At a distance of at least 50 m.",1,"0"
13172,1,"At a distance of at least 20 m.",0,"0"
13173,2,"Thirty minutes.",0,"0"
13173,1,"Ten minutes.",0,"0"
13173,3,"Forty-five minutes.",1,"0"
13174,2,"8 kg.",0,"0"
13174,3,"10 kg.",0,"0"
13174,1,"6 kg.",1,"0"
13175,3,"In school buses.",1,"0"
13175,1,"In buses carrying personnel.",0,"0"
13175,2,"In tourist buses.",0,"0"
13176,1,"The driver and the guide.",0,"0"
13176,2,"The passengers.",0,"0"
13176,3,"The guide.",1,"0"
13177,1,"You should declare it to the Service that issued the vehicle registration licence.",1,"0"
13177,2,"You are under no obligation, provided that you will write again on the external surface the indications which the vehicle must bear. ",0,"0"
13177,3,"Your obligation to declare it depends on the maximum gross load of the vehicle.",0,"0"
13178,3,"You should buy and place a spare number plate.",0,"0"
13178,2,"You should refer to the competent Transportation Service for its replacement.",1,"0"
13178,1,"The two pieces should be fixed together.",0,"0"
13179,2,"Is compulsory in case of dense fog, both in urban centres and outside them.",1,"0"
13179,3,"Is compulsory even in the daytime when overtaking a military column.",0,"0"
13179,1,"Is not permitted in tunnels.",0,"0"
13180,2,"Their usefulness is trivial for traffic.",0,"0"
13180,1,"Are the only safety systems for a car.",0,"0"
13180,3,"Must be of an approved type and must be maintained in good condition.",1,"0"
13181,3,"Every 2 years.",0,"0"
13181,2,"Every year.",0,"0"
13181,1,"Every 6 months.",1,"0"
13182,3,"Every five (5) years until the 65th year and every three (3) years thereafter.",1,"0"
13182,2,"Every five (5) years. ",0,"0"
13182,1,"Every three (3) years.",0,"0"
13183,2,"When this is provided for by the manufacturer of the bus.",0,"0"
13183,3,"When on the roof in the aisle of the bus there is a corresponding number of handles for their support.",1,"0"
13183,1,"When this is stated in the registration licence of the bus.",0,"0"
13184,2,"Yes, the number of passengers mentioned in the registration licence of the bus.",1,"0"
13184,3,"Yes, the number of sitting passengers.",0,"0"
13184,1,"Yes, the number of passengers there is room for.",0,"0"
13185,3,"They have put on a seat belt.",0,"0"
13185,1,"They occupy a seat behind another passenger’s seat.",0,"0"
13185,2,"They are accompanied by a person who takes care of them, and they sit together on a passenger’s seat in front of which there is another passenger’s seat.",1,"0"
13186,3,"50%.",0,"0"
13186,2,"30%.",0,"0"
13186,1,"25%.",1,"0"
13187,1,"Every six (6) months.",0,"0"
13187,2,"Every year.",1,"0"
13187,3,"Every two (2) years.",0,"0"
13188,3,"15 hours.",0,"0"
13188,2,"14 hours.",0,"0"
13188,1,"11 hours.",1,"0"
13189,3,"Thrice.",0,"0"
13189,2,"Twice.",1,"0"
13189,1,"Once.",0,"0"
13190,3,"100 hours.",0,"0"
13190,2,"90 hours.",1,"0"
13190,1,"80 hours",0,"0"
13191,3,"3 hours and 30 minutes.",0,"0"
13191,2,"4 hours and 30 minutes.",1,"0"
13191,1,"5 hours and 30 minutes.",0,"0"
14001,1,"Ελλειπτική.",0,"0"
14001,2,"Σχήμα βαλίτσας.",0,"0"
14001,3,"Στρογγυλή.",1,"0"
14002,3,"Σχήμα βαλίτσας.",0,"0"
14002,1,"Κυλινδρικά.",1,"0"
14002,2,"Ελλειπτικά.",0,"0"
14003,1,"Ένα.",0,"0"
14003,2,"Περισσότερα από ένα.",0,"0"
14003,3,"Δύο.",1,"0"
14004,1,"Όλα.",0,"0"
14004,2,"Μερικά.",1,"0"
14004,3,"Κανένα.",0,"0"
14005,1,"9 βασικές και 4 υποκλάσεις.",1,"0"
14005,3,"11.",0,"0"
14005,2,"10 και 2 υποκλάσεις.",0,"0"
14006,3,"Κάθε 3 χρόνια.",1,"0"
14006,2,"Κάθε 2 χρόνια.",0,"0"
14006,1,"Κάθε χρόνο.",0,"0"
14007,3,"6 έτη.",1,"0"
14007,2,"3 έτη.",0,"0"
14007,1,"1 έτος.",0,"0"
14008,3,"Tα βυτία πιέσεως.",0,"0"
14008,2,"Tα βυτία για αέρια.",0,"0"
14008,1,"Όλα.",1,"0"
14009,2,"< 55o C",1,"0"
14009,1,"< 100ο C",0,"0"
14009,3,"< 35ο C",0,"0"
14010,2,"Αυτά με μισογεμάτο βυτίο.",1,"0"
14010,1,"Αυτά με γεμάτο βυτίο.",0,"0"
14010,3,"Τα πολυδιαμερισματικά βυτία.",0,"0"
14011,2,"Μπροστά, μεσαία, πίσω.",0,"0"
14011,1,"Μεσαία, πίσω, μπροστά.",1,"0"
14011,3,"Μεσαία, μπροστά , πίσω.",0,"0"
14012,2,"Να αδειάζεται πρώτο.",0,"0"
14012,1,"Να αδειάζεται τελευταίο.",1,"0"
14012,3,"Να αδειάζεται πριν το μεσαίο διαμέρισμα.",0,"0"
14013,1,"Σβηστός.",1,"0"
14013,3,"Να έχει σβήσει  μία  ώρα τουλάχιστον πριν την φόρτωση.",0,"0"
14013,2,"Σε λειτουργία.",0,"0"
14014,2,"Όπου ρητά αυτό επιτρέπεται.",1,"0"
14014,3,"Όταν το σημείο ανάφλεξης είναι πάνω από 1000 C.",0,"0"
14014,1,"Ποτέ.",0,"0"
14016,2,"Από την ειδική πινακίδα τύπου πάνω στο βυτίο.",1,"0"
14016,1,"Από το σχήμα του.",0,"0"
14016,3,"Από τον εξοπλισμό του.",0,"0"
14017,3,"Όλα.",1,"0"
14017,1,"Βυτία αερίου.",0,"0"
14017,2,"Βυτία για χημικά.",0,"0"
14018,2,"Ποτέ.",0,"0"
14018,3,"Σπάνια.",1,"0"
14018,1,"Πάντα.",0,"0"
14019,2,"Στα βυτία που λειτουργούν χωρίς πίεση.",1,"0"
14019,1,"Στα βυτία πίεσης.",0,"0"
14019,3,"Στα βυτία μεταφοράς τοξικών.",0,"0"
14020,3,"Δεν έχουν βαλβίδα ασφαλείας.",0,"0"
14020,2,"Μεταφέρουν προϊόντα που παρουσιάζουν κινδύνους “ τοξικότητας”, ή “καυστικότητας”.",1,"0"
14020,1,"Έχουν βαλβίδα ασφαλείας μέσω της οποίας αναπνέει το βυτίο.",0,"0"
14021,2,"Σε όλα τα βυτία πίεσης.",0,"0"
14021,1,"Σ’ αυτά που έχουν εγκατάσταση αερισμού που δεν μπορεί να κλείσει και μεταφέρουν προϊόντα με σημείο ανάφλεξης μέχρι 55ο C.",1,"0"
14021,3,"Στα ερμητικά κλειστά βυτία.",0,"0"
14022,1,"Τον τρόπο με τον οποίο μεταφέρονται τα υγρά καύσιμα.",0,"0"
14022,2,"Τη νομοθεσία για τη διεθνή μεταφορά επικινδύνων εμπορευμάτων.",1,"0"
14022,3,"Τη νομοθεσία που ισχύει για τις διεθνές μεταφορές εμπορευμάτων.",0,"0"
14023,2,"Η Αλβανία.",0,"0"
14023,1,"Η Βουλγαρία, η Τουρκία και η Αλβανία.",0,"0"
14023,2,"Η Αλβανία και η Τουρκία.",1,"0"
14024,3,"Τις εύφλεκτες υγρές ουσίες.",1,"0"
14024,1,"Τις αυτοαναφλεγόμενες ουσίες.",0,"0"
14024,2,"Τις εκρηκτικές ουσίες.",0,"0"
14025,3,"Τις δηλητηριώδεις (τοξικές) ουσίες.",1,"0"
14025,2,"Τις αυτοαναφλεγόμενες ουσίες.",0,"0"
14025,1,"Τις καυστικές ουσίες.",0,"0"
14026,2,"Τα πεπιεσμένα, υγροποιημένα ή διαλυμένα υπό πίεση αέρια.",1,"0"
14026,1,"Τις εύφλεκτες στερεές ουσίες.",0,"0"
14026,3,"Τις οξειδωτικά δρώσες ουσίες.",0,"0"
14028,1,"Επιτρέπεται να μεταφέρουμε ότι θέλουμε.",0,"0"
14028,3,"Επιτρέπεται να μεταφέρουμε μόνο όσες ουσίες αναφέρονται ονοματικά στον κατάλογο.",1,"0"
14028,4,"Απαγορεύεται κάθε μεταφορά των ουσιών τους.",0,"0"
14028,2,"Επιτρέπεται να μεταφέρουμε όπως εμείς θέλουμε.",0,"0"
14029,4,"Απαγορεύεται η είσοδος οχημάτων που φέρουν, πάνω από ορισμένη ποσότητα εκρηκτικές ή εύφλεκτες ύλες.",1,"0"
14029,1,"Απαγορεύεται η είσοδος Ε.Ι.Χ. που φέρουν σε σχάρα στην οροφή τους εκρηκτικά ή εύφλεκτα υλικά.",0,"0"
14029,2,"Απαγορεύεται η είσοδος οχημάτων που μεταφέρουν επικίνδυνα υλικά οποιασδήποτε κλάσης.",0,"0"
14029,3,"Απαγορεύεται η είσοδος οχημάτων που μεταφέρουν εκρηκτικές ουσίες ή εκρηκτικά αντικείμενα.",0,"0"
14030,2,"Απαγορεύεται η είσοδος βυτιοφόρων οχημάτων μεταφοράς επικινδύνων προϊόντων.",0,"0"
14030,3,"Απαγορεύεται η είσοδος βυτιοφόρων οχημάτων μεταφοράς υγρών καυσίμων.",0,"0"
14030,4,"Απαγορεύεται η είσοδος βυτιοφόρων οχημάτων μεταφοράς λυμάτων και αποβλήτων.",0,"0"
14030,1,"Απαγορεύεται η είσοδος οχημάτων που φέρουν πάνω από ορισμένη ποσότητα ύλες που μπορούν να προκαλέσουν μόλυνση των υδάτων.",1,"0"
14031,2,"Ικανότητα προς οξείδωση.",0,"0"
14031,1,"Διαβρωτικότητα.",0,"0"
14031,3,"Γεύση, χρώμα, διαλυτότητα στο νερό.",1,"0"
14032,2,"Το υγρό θα καθιζάνει στο βυθό της λίμνης.",0,"0"
14032,1,"Το υγρό θα καλύψει μέρος της επιφάνειας της λίμνης.",1,"0"
14032,3,"Το υγρό θα αιωρείται εντός της μάζας του νερού της λίμνης.",0,"0"
14033,3,"Εύφλεκτη ουσία, οξυγόνο, σπινθήρες ή φλόγες.",0,"0"
14033,2,"Εύφλεκτη ουσία και ρεύμα αέρα.",0,"0"
14033,1,"Θέρμανση μιας ουσίας με οποιοδήποτε τρόπο παρουσία αέρα.",1,"0"
14034,3,"Οταν  υπάρχει διαρροή ηλεκτρικού ρεύματος από το ηλεκτρικό σύστημα του οχήματος.",0,"0"
14034,2,"Κατά την κίνηση του υγρού μέσα στις σωληνώσεις.",1,"0"
14034,1,"Κατά την κίνηση του βυτιοφόρου οχήματος που μεταφέρει το υγρό.",0,"0"
14035,1,"Τη χαμηλότερη θερμοκρασία κατά την οποία η εύφλεκτη ουσία εκπέμπει τόση ποσότητα ατμών ώστε να μπορούν αυτοί να αναφλεγούν αν συναντήσουν πηγή ανάφλεξης.",1,"0"
14035,2,"Τη θερμοκρασία στην οποία εμφανίζονται φλόγες όταν έρθει η εύφλεκτη ουσία σε επαφή με σπινθήρα.",0,"0"
14035,3,"Τη θερμότητα που πρέπει να προσδώσουμε σε μια ορισμένη ποσότητα της εύφλεκτης ουσίας ώστε αυτή να αναφλεγεί παρουσία σπινθήρα και αέρα.",0,"0"
14036,2,"Στην εμφάνιση φλογών - σπινθήρων - καπνού μέσα σε ελάχιστο χρονικό διάστημα από τη κρούση της.",0,"0"
14036,3,"Στην ακαριαία ανύψωση της θερμοκρασίας των αερίων που παράγονται και επομένως στην έκλυση μεγάλης ποσότητας θερμότητας.",0,"0"
14036,1,"Στο διαμελισμό της νιτρογλυκερίνης σε απειροελάχιστα τεμαχίδια και στην εκτόξευσή τους υπό μορφή μικρών βλημάτων.",0,"0"
14036,4,"Στην ακαριαία παραγωγή τεράστιας ποσότητας αερίων.",1,"0"
14037,1,"Εκτόνωση πίεσης - ενίσχυση φωτιάς - έκρηξη - ευφλεκτότητα - τοξικότητα - βλάβη στην υγεία - ψύξη - ασφυξία - καυστικότητα.",1,"0"
14037,2,"Εκτόνωση πίεσης - ωστικό κύμα - καπνός - υψηλή θερμοκρασία.",0,"0"
14037,4,"Εκτόνωση πίεσης - ρύπανση του περιβάλλοντος - ρύπανση των υδάτων.",0,"0"
14037,3,"Εκτόνωση πίεσης - τοξικότητα - καυστικότητα.",0,"0"
14038,3,"Στα εύφλεκτα αέρια.",0,"0"
14038,1,"Στα εύφλεκτα στερεά.",0,"0"
14038,2,"Στα εύφλεκτα υγρά.",1,"0"
14038,4,"Στα πεπιεσμένα εύφλεκτα αέρια.",0,"0"
14039,4,"Στις στερεές ουσίες, στις υγρές ουσίες, στις αέριες ουσίες.",0,"0"
14039,3,"Στις εκρηκτικές ουσίες, στις οξειδωτικές ουσίες, στις καυστικές ουσίες.",0,"0"
14039,2,"Στις τοξικές ουσίες, στις διαβρωτικές ουσίες, στις  εύφλεκτες ουσίες.",0,"0"
